adj_stock,company,date,month_year,stock,symbol,rating
161.14,Visa Inc.,2019-05-19,2019-05,162.64,V,A
159.84,Visa Inc.,2019-05-26,2019-05,161.33,V,A
168.48,Visa Inc.,2019-06-02,2019-06,170.05,V,A
168.10,Visa Inc.,2019-06-09,2019-06,169.66,V,A
171.84,Visa Inc.,2019-06-16,2019-06,173.44,V,A
171.95,Visa Inc.,2019-06-23,2019-06,173.55,V,A
175.03,Visa Inc.,2019-06-30,2019-06,176.66,V,A
178.67,Visa Inc.,2019-07-07,2019-07,180.33,V,A
177.59,Visa Inc.,2019-07-14,2019-07,179.24,V,A
182.00,Visa Inc.,2019-07-21,2019-07,183.69,V,A
175.79,Visa Inc.,2019-07-28,2019-07,177.42,V,A
177.40,Visa Inc.,2019-08-04,2019-08,179.05,V,A
176.59,Visa Inc.,2019-08-11,2019-08,178.23,V,A
173.87,Visa Inc.,2019-08-18,2019-08,175.23,V,A
179.41,Visa Inc.,2019-08-25,2019-08,180.82,V,A
184.30,Visa Inc.,2019-09-01,2019-09,185.74,V,A
175.89,Visa Inc.,2019-09-08,2019-09,177.27,V,A
172.71,Visa Inc.,2019-09-15,2019-09,174.06,V,A
172.65,Visa Inc.,2019-09-22,2019-09,174.00,V,A
174.61,Visa Inc.,2019-09-29,2019-09,175.98,V,A
175.68,Visa Inc.,2019-10-06,2019-10,177.06,V,A
174.34,Visa Inc.,2019-10-13,2019-10,175.71,V,A
176.47,Visa Inc.,2019-10-20,2019-10,177.85,V,A
179.52,Visa Inc.,2019-10-27,2019-10,180.93,V,A
177.58,Visa Inc.,2019-11-04,2019-11,178.97,V,A
178.37,Visa Inc.,2019-11-11,2019-11,179.77,V,A
178.37,Visa Inc.,2019-11-18,2019-11,179.47,V,A
183.38,Visa Inc.,2019-11-25,2019-11,184.51,V,A
181.06,Visa Inc.,2019-12-02,2019-12,182.17,V,A
184.01,Visa Inc.,2019-12-09,2019-12,185.14,V,A
186.85,Visa Inc.,2019-12-16,2019-12,188.00,V,A
188.23,Visa Inc.,2019-12-23,2019-12,189.39,V,A
188.44,Visa Inc.,2019-12-30,2019-12,189.60,V,A
192.58,Visa Inc.,2020-01-06,2020-01,193.77,V,A
203.45,Visa Inc.,2020-01-13,2020-01,204.70,V,A
203.75,Visa Inc.,2020-01-20,2020-01,205.00,V,A
197.75,Visa Inc.,2020-01-27,2020-01,198.97,V,A
201.50,Visa Inc.,2020-02-03,2020-02,202.74,V,A
209.00,Visa Inc.,2020-02-10,2020-02,210.29,V,A
207.83,Visa Inc.,2020-02-17,2020-02,208.81,V,A
180.91,Visa Inc.,2020-02-24,2020-02,181.76,V,A
183.50,Visa Inc.,2020-03-02,2020-03,184.36,V,A
175.01,Visa Inc.,2020-03-08,2020-03,175.83,V,A
146.14,Visa Inc.,2020-03-15,2020-03,146.83,V,A
160.80,Visa Inc.,2020-03-22,2020-03,161.56,V,A
151.14,Visa Inc.,2020-03-29,2020-03,151.85,V,A
172.88,Visa Inc.,2020-04-05,2020-04,173.69,V,A
168.75,Visa Inc.,2020-04-12,2020-04,169.54,V,A
166.54,Visa Inc.,2020-04-19,2020-04,167.32,V,A
174.75,Visa Inc.,2020-04-26,2020-04,175.57,V,A
184.22,Visa Inc.,2020-05-03,2020-05,185.09,V,A
182.63,Visa Inc.,2020-05-10,2020-05,183.49,V,A
190.29,Visa Inc.,2020-05-17,2020-05,190.86,V,A
194.65,Visa Inc.,2020-05-24,2020-05,195.24,V,A
199.01,Visa Inc.,2020-05-31,2020-05,199.61,V,A
191.68,Visa Inc.,2020-06-07,2020-06,192.26,V,A
191.62,Visa Inc.,2020-06-14,2020-06,192.20,V,A
188.70,Visa Inc.,2020-06-21,2020-06,189.27,V,A
195.08,Visa Inc.,2020-06-28,2020-06,195.67,V,A
191.97,Visa Inc.,2020-07-05,2020-07,192.55,V,A
194.50,Visa Inc.,2020-07-12,2020-07,195.09,V,A
194.56,Visa Inc.,2020-07-19,2020-07,195.15,V,A
189.83,Visa Inc.,2020-07-26,2020-07,190.40,V,A
195.77,Visa Inc.,2020-08-02,2020-08,196.36,V,A
196.05,Visa Inc.,2020-08-09,2020-08,196.64,V,A
203.82,Visa Inc.,2020-08-16,2020-08,204.13,V,A
215.39,Visa Inc.,2020-08-23,2020-08,215.71,V,A
204.35,Visa Inc.,2020-08-30,2020-08,204.66,V,A
200.38,Visa Inc.,2020-09-06,2020-09,200.68,V,A
202.31,Visa Inc.,2020-09-13,2020-09,202.61,V,A
196.95,Visa Inc.,2020-09-20,2020-09,197.25,V,A
201.16,Visa Inc.,2020-09-27,2020-09,201.46,V,A
206.33,Visa Inc.,2020-10-04,2020-10,206.64,V,A
199.96,Visa Inc.,2020-10-11,2020-10,200.26,V,A
197.71,Visa Inc.,2020-10-18,2020-10,198.01,V,A
181.44,Visa Inc.,2020-10-25,2020-10,181.71,V,A
198.17,Visa Inc.,2020-11-02,2020-11,198.47,V,A
210.16,Visa Inc.,2020-11-09,2020-11,210.48,V,A
203.88,Visa Inc.,2020-11-16,2020-11,203.88,V,A
211.00,Visa Inc.,2020-11-23,2020-11,211.00,V,A
208.05,Visa Inc.,2020-11-30,2020-11,208.05,V,A
36.60,Verizon Communications Inc.,2015-11-30,2015-11,45.71,VZ,
35.89,Verizon Communications Inc.,2015-12-07,2015-12,44.82,VZ,
36.48,Verizon Communications Inc.,2015-12-14,2015-12,45.56,VZ,
37.40,Verizon Communications Inc.,2015-12-21,2015-12,46.71,VZ,
37.01,Verizon Communications Inc.,2015-12-28,2015-12,46.22,VZ,
35.90,Verizon Communications Inc.,2016-01-04,2016-01,44.83,VZ,
36.02,Verizon Communications Inc.,2016-01-11,2016-01,44.43,VZ,
38.13,Verizon Communications Inc.,2016-01-18,2016-01,47.04,VZ,
40.51,Verizon Communications Inc.,2016-01-25,2016-01,49.97,VZ,
41.32,Verizon Communications Inc.,2016-02-01,2016-02,50.97,VZ,
40.62,Verizon Communications Inc.,2016-02-08,2016-02,50.11,VZ,
41.23,Verizon Communications Inc.,2016-02-15,2016-02,50.86,VZ,
41.36,Verizon Communications Inc.,2016-02-22,2016-02,51.02,VZ,
42.00,Verizon Communications Inc.,2016-02-29,2016-02,51.81,VZ,
42.58,Verizon Communications Inc.,2016-03-07,2016-03,52.53,VZ,
43.16,Verizon Communications Inc.,2016-03-13,2016-03,53.24,VZ,
43.42,Verizon Communications Inc.,2016-03-20,2016-03,53.56,VZ,
43.78,Verizon Communications Inc.,2016-03-27,2016-03,54.01,VZ,
42.30,Verizon Communications Inc.,2016-04-03,2016-04,52.18,VZ,
42.06,Verizon Communications Inc.,2016-04-10,2016-04,51.35,VZ,
41.41,Verizon Communications Inc.,2016-04-17,2016-04,50.55,VZ,
41.73,Verizon Communications Inc.,2016-04-24,2016-04,50.94,VZ,
41.88,Verizon Communications Inc.,2016-05-01,2016-05,51.12,VZ,
41.73,Verizon Communications Inc.,2016-05-08,2016-05,50.94,VZ,
40.68,Verizon Communications Inc.,2016-05-15,2016-05,49.66,VZ,
41.47,Verizon Communications Inc.,2016-05-22,2016-05,50.62,VZ,
41.71,Verizon Communications Inc.,2016-05-29,2016-05,50.92,VZ,
43.15,Verizon Communications Inc.,2016-06-05,2016-06,52.67,VZ,
44.05,Verizon Communications Inc.,2016-06-12,2016-06,53.78,VZ,
44.59,Verizon Communications Inc.,2016-06-19,2016-06,54.43,VZ,
46.06,Verizon Communications Inc.,2016-06-26,2016-06,56.23,VZ,
45.79,Verizon Communications Inc.,2016-07-03,2016-07,55.90,VZ,
46.20,Verizon Communications Inc.,2016-07-10,2016-07,55.84,VZ,
46.42,Verizon Communications Inc.,2016-07-17,2016-07,56.10,VZ,
45.85,Verizon Communications Inc.,2016-07-24,2016-07,55.41,VZ,
44.38,Verizon Communications Inc.,2016-07-31,2016-07,53.64,VZ,
44.39,Verizon Communications Inc.,2016-08-07,2016-08,53.65,VZ,
43.40,Verizon Communications Inc.,2016-08-14,2016-08,52.45,VZ,
43.08,Verizon Communications Inc.,2016-08-21,2016-08,52.07,VZ,
43.75,Verizon Communications Inc.,2016-08-28,2016-08,52.88,VZ,
42.88,Verizon Communications Inc.,2016-09-04,2016-09,51.82,VZ,
42.93,Verizon Communications Inc.,2016-09-11,2016-09,51.88,VZ,
43.49,Verizon Communications Inc.,2016-09-18,2016-09,52.56,VZ,
43.01,Verizon Communications Inc.,2016-09-25,2016-09,51.98,VZ,
41.31,Verizon Communications Inc.,2016-10-02,2016-10,49.92,VZ,
42.08,Verizon Communications Inc.,2016-10-09,2016-10,50.28,VZ,
40.34,Verizon Communications Inc.,2016-10-16,2016-10,48.20,VZ,
40.35,Verizon Communications Inc.,2016-10-23,2016-10,48.21,VZ,
39.40,Verizon Communications Inc.,2016-10-30,2016-10,47.08,VZ,
39.07,Verizon Communications Inc.,2016-11-07,2016-11,46.69,VZ,
40.23,Verizon Communications Inc.,2016-11-14,2016-11,48.07,VZ,
42.40,Verizon Communications Inc.,2016-11-21,2016-11,50.67,VZ,
41.68,Verizon Communications Inc.,2016-11-28,2016-11,49.81,VZ,
43.09,Verizon Communications Inc.,2016-12-05,2016-12,51.49,VZ,
43.74,Verizon Communications Inc.,2016-12-12,2016-12,52.27,VZ,
44.92,Verizon Communications Inc.,2016-12-19,2016-12,53.68,VZ,
44.67,Verizon Communications Inc.,2016-12-26,2016-12,53.38,VZ,
44.57,Verizon Communications Inc.,2017-01-02,2017-01,53.26,VZ,
44.45,Verizon Communications Inc.,2017-01-09,2017-01,52.55,VZ,
44.59,Verizon Communications Inc.,2017-01-16,2017-01,52.72,VZ,
41.95,Verizon Communications Inc.,2017-01-23,2017-01,49.60,VZ,
41.09,Verizon Communications Inc.,2017-01-30,2017-01,48.58,VZ,
41.43,Verizon Communications Inc.,2017-02-06,2017-02,48.98,VZ,BB
41.61,Verizon Communications Inc.,2017-02-13,2017-02,49.19,VZ,BB
42.80,Verizon Communications Inc.,2017-02-20,2017-02,50.60,VZ,BB
42.37,Verizon Communications Inc.,2017-02-27,2017-02,50.09,VZ,BB
41.74,Verizon Communications Inc.,2017-03-06,2017-03,49.35,VZ,BB
42.62,Verizon Communications Inc.,2017-03-12,2017-03,50.39,VZ,BB
42.02,Verizon Communications Inc.,2017-03-19,2017-03,49.68,VZ,BB
41.23,Verizon Communications Inc.,2017-03-26,2017-03,48.75,VZ,BB
41.16,Verizon Communications Inc.,2017-04-02,2017-04,48.66,VZ,BB
41.61,Verizon Communications Inc.,2017-04-09,2017-04,48.62,VZ,BB
40.44,Verizon Communications Inc.,2017-04-16,2017-04,47.25,VZ,BB
39.29,Verizon Communications Inc.,2017-04-23,2017-04,45.91,VZ,BB
39.96,Verizon Communications Inc.,2017-04-30,2017-04,46.69,VZ,BB
39.23,Verizon Communications Inc.,2017-05-07,2017-05,45.84,VZ,BB
38.88,Verizon Communications Inc.,2017-05-14,2017-05,45.42,VZ,BB
38.79,Verizon Communications Inc.,2017-05-21,2017-05,45.32,VZ,BB
39.75,Verizon Communications Inc.,2017-05-28,2017-05,46.44,VZ,BB
39.99,Verizon Communications Inc.,2017-06-04,2017-06,46.72,VZ,BB
39.91,Verizon Communications Inc.,2017-06-11,2017-06,46.63,VZ,BB
38.85,Verizon Communications Inc.,2017-06-18,2017-06,45.39,VZ,BB
38.22,Verizon Communications Inc.,2017-06-25,2017-06,44.66,VZ,BB
37.21,Verizon Communications Inc.,2017-07-02,2017-07,43.48,VZ,BB
37.77,Verizon Communications Inc.,2017-07-09,2017-07,43.56,VZ,BB
38.35,Verizon Communications Inc.,2017-07-16,2017-07,44.23,VZ,BB
41.57,Verizon Communications Inc.,2017-07-23,2017-07,47.94,VZ,BB
42.41,Verizon Communications Inc.,2017-07-30,2017-07,48.91,VZ,BB
41.67,Verizon Communications Inc.,2017-08-06,2017-08,48.06,VZ,BB
41.35,Verizon Communications Inc.,2017-08-13,2017-08,47.69,VZ,BB
42.21,Verizon Communications Inc.,2017-08-20,2017-08,48.68,VZ,BB
41.55,Verizon Communications Inc.,2017-08-27,2017-08,47.92,VZ,BB
39.98,Verizon Communications Inc.,2017-09-03,2017-09,46.11,VZ,BB
41.50,Verizon Communications Inc.,2017-09-10,2017-09,47.86,VZ,BB
43.27,Verizon Communications Inc.,2017-09-17,2017-09,49.90,VZ,BB
42.91,Verizon Communications Inc.,2017-09-24,2017-09,49.49,VZ,BB
42.32,Verizon Communications Inc.,2017-10-01,2017-10,48.81,VZ,BB
42.00,Verizon Communications Inc.,2017-10-08,2017-10,47.86,VZ,BB
43.46,Verizon Communications Inc.,2017-10-15,2017-10,49.53,VZ,BB
42.89,Verizon Communications Inc.,2017-10-22,2017-10,48.87,VZ,BB
41.61,Verizon Communications Inc.,2017-10-29,2017-10,47.42,VZ,BB
39.38,Verizon Communications Inc.,2017-11-06,2017-11,44.88,VZ,BB
39.86,Verizon Communications Inc.,2017-11-13,2017-11,45.42,VZ,BB
41.25,Verizon Communications Inc.,2017-11-20,2017-11,47.01,VZ,BB
44.97,Verizon Communications Inc.,2017-11-27,2017-11,51.25,VZ,BB
44.83,Verizon Communications Inc.,2017-12-04,2017-12,51.09,VZ,BB
46.22,Verizon Communications Inc.,2017-12-11,2017-12,52.67,VZ,BB
46.68,Verizon Communications Inc.,2017-12-18,2017-12,53.19,VZ,BB
46.45,Verizon Communications Inc.,2017-12-25,2017-12,52.93,VZ,BB
46.05,Verizon Communications Inc.,2018-01-01,2018-01,52.48,VZ,BB
45.51,Verizon Communications Inc.,2018-01-08,2018-01,51.86,VZ,BB
46.07,Verizon Communications Inc.,2018-01-15,2018-01,51.91,VZ,BB
48.57,Verizon Communications Inc.,2018-01-22,2018-01,54.72,VZ,BB
47.02,Verizon Communications Inc.,2018-01-29,2018-01,52.98,VZ,BB
44.27,Verizon Communications Inc.,2018-02-05,2018-02,49.88,VZ,BBB
44.51,Verizon Communications Inc.,2018-02-12,2018-02,50.15,VZ,BBB
42.86,Verizon Communications Inc.,2018-02-19,2018-02,48.29,VZ,BBB
42.83,Verizon Communications Inc.,2018-02-26,2018-02,48.26,VZ,BBB
43.50,Verizon Communications Inc.,2018-03-05,2018-03,49.01,VZ,BBB
43.10,Verizon Communications Inc.,2018-03-11,2018-03,48.56,VZ,BBB
41.08,Verizon Communications Inc.,2018-03-18,2018-03,46.29,VZ,BBB
42.44,Verizon Communications Inc.,2018-03-25,2018-03,47.82,VZ,BBB
42.14,Verizon Communications Inc.,2018-04-01,2018-04,47.48,VZ,BBB
42.30,Verizon Communications Inc.,2018-04-08,2018-04,47.66,VZ,BBB
43.05,Verizon Communications Inc.,2018-04-15,2018-04,47.90,VZ,BBB
46.35,Verizon Communications Inc.,2018-04-22,2018-04,51.57,VZ,BBB
43.31,Verizon Communications Inc.,2018-04-29,2018-04,48.19,VZ,BBB
43.69,Verizon Communications Inc.,2018-05-06,2018-05,48.62,VZ,BBB
42.90,Verizon Communications Inc.,2018-05-13,2018-05,47.74,VZ,BBB
43.60,Verizon Communications Inc.,2018-05-20,2018-05,48.52,VZ,BBB
42.97,Verizon Communications Inc.,2018-05-27,2018-05,47.81,VZ,BBB
44.20,Verizon Communications Inc.,2018-06-03,2018-06,49.18,VZ,BBB
43.19,Verizon Communications Inc.,2018-06-10,2018-06,48.06,VZ,BBB
44.72,Verizon Communications Inc.,2018-06-17,2018-06,49.76,VZ,BBB
45.21,Verizon Communications Inc.,2018-06-24,2018-06,50.31,VZ,BBB
46.26,Verizon Communications Inc.,2018-07-01,2018-07,51.48,VZ,BBB
46.20,Verizon Communications Inc.,2018-07-08,2018-07,51.41,VZ,BBB
46.02,Verizon Communications Inc.,2018-07-15,2018-07,50.62,VZ,BBB
47.28,Verizon Communications Inc.,2018-07-22,2018-07,52.01,VZ,BBB
47.52,Verizon Communications Inc.,2018-07-29,2018-07,52.27,VZ,BBB
47.70,Verizon Communications Inc.,2018-08-05,2018-08,52.47,VZ,BBB
49.81,Verizon Communications Inc.,2018-08-12,2018-08,54.79,VZ,BBB
49.80,Verizon Communications Inc.,2018-08-19,2018-08,54.78,VZ,BBB
49.43,Verizon Communications Inc.,2018-08-26,2018-08,54.37,VZ,BBB
49.09,Verizon Communications Inc.,2018-09-02,2018-09,54.00,VZ,BBB
49.59,Verizon Communications Inc.,2018-09-09,2018-09,54.55,VZ,BBB
49.47,Verizon Communications Inc.,2018-09-16,2018-09,54.42,VZ,BBB
48.54,Verizon Communications Inc.,2018-09-23,2018-09,53.39,VZ,BBB
49.95,Verizon Communications Inc.,2018-09-30,2018-09,54.94,VZ,BBB
48.85,Verizon Communications Inc.,2018-10-07,2018-10,53.73,VZ,BBB
50.46,Verizon Communications Inc.,2018-10-14,2018-10,54.90,VZ,BBB
51.02,Verizon Communications Inc.,2018-10-21,2018-10,55.51,VZ,BBB
52.05,Verizon Communications Inc.,2018-10-28,2018-10,56.63,VZ,BBB
53.74,Verizon Communications Inc.,2018-11-05,2018-11,58.46,VZ,BBB
55.34,Verizon Communications Inc.,2018-11-12,2018-11,60.21,VZ,BBB
53.90,Verizon Communications Inc.,2018-11-19,2018-11,58.64,VZ,BBB
55.43,Verizon Communications Inc.,2018-11-26,2018-11,60.30,VZ,BBB
53.02,Verizon Communications Inc.,2018-12-03,2018-12,57.68,VZ,BBB
52.47,Verizon Communications Inc.,2018-12-10,2018-12,57.08,VZ,BBB
50.48,Verizon Communications Inc.,2018-12-17,2018-12,54.92,VZ,BBB
50.80,Verizon Communications Inc.,2018-12-24,2018-12,55.27,VZ,BBB
51.81,Verizon Communications Inc.,2018-12-31,2018-12,56.36,VZ,BBB
53.33,Verizon Communications Inc.,2019-01-07,2019-01,58.02,VZ,BBB
53.02,Verizon Communications Inc.,2019-01-14,2019-01,57.09,VZ,BBB
52.38,Verizon Communications Inc.,2019-01-21,2019-01,56.40,VZ,BBB
50.67,Verizon Communications Inc.,2019-01-28,2019-01,54.55,VZ,BBB
50.11,Verizon Communications Inc.,2019-02-04,2019-02,53.95,VZ,BBB
51.23,Verizon Communications Inc.,2019-02-11,2019-02,55.16,VZ,BBB
52.87,Verizon Communications Inc.,2019-02-18,2019-02,56.92,VZ,BBB
52.90,Verizon Communications Inc.,2019-02-25,2019-02,56.96,VZ,BBB
52.50,Verizon Communications Inc.,2019-03-04,2019-03,56.53,VZ,BB
54.23,Verizon Communications Inc.,2019-03-10,2019-03,58.39,VZ,BB
55.50,Verizon Communications Inc.,2019-03-17,2019-03,59.76,VZ,BB
54.92,Verizon Communications Inc.,2019-03-24,2019-03,59.13,VZ,BB
54.88,Verizon Communications Inc.,2019-03-31,2019-03,59.09,VZ,BB
54.56,Verizon Communications Inc.,2019-04-07,2019-04,58.74,VZ,BB
54.46,Verizon Communications Inc.,2019-04-14,2019-04,58.04,VZ,BB
53.09,Verizon Communications Inc.,2019-04-21,2019-04,56.58,VZ,BB
53.71,Verizon Communications Inc.,2019-04-28,2019-04,57.24,VZ,BB
53.40,Verizon Communications Inc.,2019-05-05,2019-05,56.91,VZ,BB
54.51,Verizon Communications Inc.,2019-05-12,2019-05,58.09,VZ,BB
55.66,Verizon Communications Inc.,2019-05-19,2019-05,59.32,VZ,BB
51.00,Verizon Communications Inc.,2019-05-26,2019-05,54.35,VZ,BB
53.71,Verizon Communications Inc.,2019-06-02,2019-06,57.24,VZ,BB
54.69,Verizon Communications Inc.,2019-06-09,2019-06,58.28,VZ,BB
54.21,Verizon Communications Inc.,2019-06-16,2019-06,57.77,VZ,BB
53.61,Verizon Communications Inc.,2019-06-23,2019-06,57.13,VZ,BB
54.72,Verizon Communications Inc.,2019-06-30,2019-06,58.31,VZ,BB
53.66,Verizon Communications Inc.,2019-07-07,2019-07,57.19,VZ,BB
53.66,Verizon Communications Inc.,2019-07-14,2019-07,56.59,VZ,BB
54.12,Verizon Communications Inc.,2019-07-21,2019-07,57.08,VZ,BB
52.71,Verizon Communications Inc.,2019-07-28,2019-07,55.59,VZ,BB
52.89,Verizon Communications Inc.,2019-08-04,2019-08,55.78,VZ,BB
53.72,Verizon Communications Inc.,2019-08-11,2019-08,56.65,VZ,BB
53.02,Verizon Communications Inc.,2019-08-18,2019-08,55.92,VZ,BB
55.15,Verizon Communications Inc.,2019-08-25,2019-08,58.16,VZ,BB
56.00,Verizon Communications Inc.,2019-09-01,2019-09,59.06,VZ,BB
56.86,Verizon Communications Inc.,2019-09-08,2019-09,59.96,VZ,BB
57.17,Verizon Communications Inc.,2019-09-15,2019-09,60.29,VZ,BB
57.18,Verizon Communications Inc.,2019-09-22,2019-09,60.30,VZ,BB
56.80,Verizon Communications Inc.,2019-09-29,2019-09,59.90,VZ,BB
56.83,Verizon Communications Inc.,2019-10-06,2019-10,59.93,VZ,BB
58.49,Verizon Communications Inc.,2019-10-13,2019-10,61.05,VZ,BB
57.84,Verizon Communications Inc.,2019-10-20,2019-10,60.37,VZ,BB
57.84,Verizon Communications Inc.,2019-10-27,2019-10,60.37,VZ,BB
56.86,Verizon Communications Inc.,2019-11-04,2019-11,59.35,VZ,BB
57.02,Verizon Communications Inc.,2019-11-11,2019-11,59.51,VZ,BB
57.25,Verizon Communications Inc.,2019-11-18,2019-11,59.75,VZ,BB
57.72,Verizon Communications Inc.,2019-11-25,2019-11,60.24,VZ,BB
58.63,Verizon Communications Inc.,2019-12-02,2019-12,61.19,VZ,BB
58.26,Verizon Communications Inc.,2019-12-09,2019-12,60.81,VZ,BB
59.47,Verizon Communications Inc.,2019-12-16,2019-12,62.07,VZ,BB
58.95,Verizon Communications Inc.,2019-12-23,2019-12,61.53,VZ,BB
57.87,Verizon Communications Inc.,2019-12-30,2019-12,60.40,VZ,BB
56.52,Verizon Communications Inc.,2020-01-06,2020-01,58.99,VZ,BB
58.21,Verizon Communications Inc.,2020-01-13,2020-01,60.13,VZ,BB
58.35,Verizon Communications Inc.,2020-01-20,2020-01,60.28,VZ,BB
57.54,Verizon Communications Inc.,2020-01-27,2020-01,59.44,VZ,BB
58.03,Verizon Communications Inc.,2020-02-03,2020-02,59.94,VZ,BBB
56.64,Verizon Communications Inc.,2020-02-10,2020-02,58.51,VZ,BBB
56.34,Verizon Communications Inc.,2020-02-17,2020-02,58.20,VZ,BBB
52.43,Verizon Communications Inc.,2020-02-24,2020-02,54.16,VZ,BBB
55.05,Verizon Communications Inc.,2020-03-02,2020-03,56.87,VZ,BBB
52.44,Verizon Communications Inc.,2020-03-08,2020-03,54.17,VZ,BBB
50.15,Verizon Communications Inc.,2020-03-15,2020-03,51.80,VZ,BBB
51.08,Verizon Communications Inc.,2020-03-22,2020-03,52.77,VZ,BBB
52.95,Verizon Communications Inc.,2020-03-29,2020-03,54.70,VZ,BBB
55.61,Verizon Communications Inc.,2020-04-05,2020-04,57.44,VZ,BBB
57.20,Verizon Communications Inc.,2020-04-12,2020-04,58.46,VZ,BBB
56.68,Verizon Communications Inc.,2020-04-19,2020-04,57.93,VZ,BBB
55.61,Verizon Communications Inc.,2020-04-26,2020-04,56.83,VZ,BBB
55.77,Verizon Communications Inc.,2020-05-03,2020-05,57.00,VZ,BBB
53.53,Verizon Communications Inc.,2020-05-10,2020-05,54.71,VZ,BBB
52.94,Verizon Communications Inc.,2020-05-17,2020-05,54.10,VZ,BBB
56.14,Verizon Communications Inc.,2020-05-24,2020-05,57.38,VZ,BBB
56.50,Verizon Communications Inc.,2020-05-31,2020-05,57.74,VZ,BBB
55.31,Verizon Communications Inc.,2020-06-07,2020-06,56.53,VZ,BBB
54.95,Verizon Communications Inc.,2020-06-14,2020-06,56.16,VZ,BBB
52.02,Verizon Communications Inc.,2020-06-21,2020-06,53.16,VZ,BBB
53.61,Verizon Communications Inc.,2020-06-28,2020-06,54.79,VZ,BBB
53.32,Verizon Communications Inc.,2020-07-05,2020-07,54.49,VZ,BBB
55.71,Verizon Communications Inc.,2020-07-12,2020-07,56.30,VZ,BBB
56.25,Verizon Communications Inc.,2020-07-19,2020-07,56.85,VZ,BBB
56.87,Verizon Communications Inc.,2020-07-26,2020-07,57.48,VZ,BBB
57.91,Verizon Communications Inc.,2020-08-02,2020-08,58.53,VZ,BBB
58.17,Verizon Communications Inc.,2020-08-09,2020-08,58.79,VZ,BBB
58.37,Verizon Communications Inc.,2020-08-16,2020-08,58.99,VZ,BBB
58.64,Verizon Communications Inc.,2020-08-23,2020-08,59.26,VZ,BBB
59.84,Verizon Communications Inc.,2020-08-30,2020-08,60.48,VZ,BBB
59.16,Verizon Communications Inc.,2020-09-06,2020-09,59.79,VZ,BBB
59.71,Verizon Communications Inc.,2020-09-13,2020-09,60.35,VZ,BBB
58.76,Verizon Communications Inc.,2020-09-20,2020-09,59.39,VZ,BBB
58.62,Verizon Communications Inc.,2020-09-27,2020-09,59.24,VZ,BBB
58.70,Verizon Communications Inc.,2020-10-04,2020-10,59.33,VZ,BBB
58.05,Verizon Communications Inc.,2020-10-11,2020-10,58.05,VZ,BBB
57.96,Verizon Communications Inc.,2020-10-18,2020-10,57.96,VZ,BBB
56.99,Verizon Communications Inc.,2020-10-25,2020-10,56.99,VZ,BBB
58.53,Verizon Communications Inc.,2020-11-02,2020-11,58.53,VZ,BBB
61.06,Verizon Communications Inc.,2020-11-09,2020-11,61.06,VZ,BBB
60.04,Verizon Communications Inc.,2020-11-16,2020-11,60.04,VZ,BBB
60.58,Verizon Communications Inc.,2020-11-23,2020-11,60.58,VZ,BBB
61.74,Verizon Communications Inc.,2020-11-30,2020-11,61.74,VZ,BBB
73.86,Walgreens Boots Alliance Inc.,2015-11-30,2015-11,84.62,WBA,
71.32,Walgreens Boots Alliance Inc.,2015-12-07,2015-12,81.71,WBA,
72.02,Walgreens Boots Alliance Inc.,2015-12-14,2015-12,82.51,WBA,
75.46,Walgreens Boots Alliance Inc.,2015-12-21,2015-12,86.46,WBA,
74.33,Walgreens Boots Alliance Inc.,2015-12-28,2015-12,85.16,WBA,
70.74,Walgreens Boots Alliance Inc.,2016-01-04,2016-01,81.05,WBA,
69.76,Walgreens Boots Alliance Inc.,2016-01-11,2016-01,79.93,WBA,
70.56,Walgreens Boots Alliance Inc.,2016-01-18,2016-01,80.84,WBA,
69.58,Walgreens Boots Alliance Inc.,2016-01-25,2016-01,79.72,WBA,
65.64,Walgreens Boots Alliance Inc.,2016-02-01,2016-02,75.20,WBA,
67.28,Walgreens Boots Alliance Inc.,2016-02-08,2016-02,77.08,WBA,
67.70,Walgreens Boots Alliance Inc.,2016-02-15,2016-02,77.57,WBA,
69.78,Walgreens Boots Alliance Inc.,2016-02-22,2016-02,79.57,WBA,
69.67,Walgreens Boots Alliance Inc.,2016-02-29,2016-02,79.45,WBA,
71.39,Walgreens Boots Alliance Inc.,2016-03-07,2016-03,81.41,WBA,
73.61,Walgreens Boots Alliance Inc.,2016-03-13,2016-03,83.94,WBA,
72.20,Walgreens Boots Alliance Inc.,2016-03-20,2016-03,82.33,WBA,
76.03,Walgreens Boots Alliance Inc.,2016-03-27,2016-03,86.70,WBA,
71.35,Walgreens Boots Alliance Inc.,2016-04-03,2016-04,81.37,WBA,
71.42,Walgreens Boots Alliance Inc.,2016-04-10,2016-04,81.44,WBA,
70.28,Walgreens Boots Alliance Inc.,2016-04-17,2016-04,80.14,WBA,
69.52,Walgreens Boots Alliance Inc.,2016-04-24,2016-04,79.28,WBA,
69.65,Walgreens Boots Alliance Inc.,2016-05-01,2016-05,79.43,WBA,
68.93,Walgreens Boots Alliance Inc.,2016-05-08,2016-05,78.61,WBA,
67.72,Walgreens Boots Alliance Inc.,2016-05-15,2016-05,77.22,WBA,
67.83,Walgreens Boots Alliance Inc.,2016-05-22,2016-05,77.00,WBA,
69.31,Walgreens Boots Alliance Inc.,2016-05-29,2016-05,78.68,WBA,
72.65,Walgreens Boots Alliance Inc.,2016-06-05,2016-06,82.47,WBA,
